기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS200044,여행사,135442867 ,433 ,50,50,0,9,6,13,22,28,22,0,0,14,29,54,3,16,84,2,37,27,20,15,0,66144023,69298844,0,30570233,971361,2295214,32307215,4815222,64483622,0,0,30082902,33719924,10240337,61399704,2726855,103276530,106260,5374957,4544847,3092683,92884639,0,217,216,0,40,26,56,95,121,95,0,0,58,128,232,15,67,352,7,153,111,85,63,0,4
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS300016,안경,47725022 ,829 ,64,36,13,12,13,14,13,21,15,0,3,25,33,38,2,43,57,4,41,20,20,12,5,29059688,18665334,7036090,4504924,6277765,5795708,5445201,8602500,10062834,0,266933,9850796,17067343,18674286,1865664,17890773,28523272,813487,17894933,11802618,8152766,5805887,1944354,520,309,109,86,110,106,109,165,144,0,11,190,279,326,23,310,507,28,375,178,128,87,23,2
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS100010,커피-음료,3536943215 ,397366 ,57,43,8,11,12,12,14,24,20,0,4,18,33,39,7,36,64,4,51,23,12,8,2,2006039408,1530903807,310345345,390617683,426021865,405311946,473742569,830833669,700070138,7624109,88788827,618030126,1129360366,1369002452,324137335,1207960729,2161120222,107837335,1714768755,801811430,411067587,266110414,67485433,230285,167081,34972,44587,48554,47131,55041,90153,76928,551,15234,73901,127619,149710,30351,137785,248653,14247,201255,90682,44407,28644,7207,45
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS300034,악기,9239818 ,117 ,85,15,0,17,53,7,8,15,0,0,0,22,8,38,32,30,70,0,68,17,0,15,0,9158370,81448,0,1013574,6941176,45249,1158371,81448,0,0,0,144796,1158371,4316742,3619909,4217194,5022624,0,7022624,2063348,0,153846,0,99,18,0,18,63,9,9,18,0,0,0,27,9,45,36,36,81,0,81,18,0,18,0,1
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS300001,슈퍼마켓,4490714468 ,268448 ,60,40,11,11,12,12,14,26,14,0,3,15,31,38,13,37,63,5,41,18,21,11,5,3184160711,1306553757,621799638,581981517,639263643,655690864,685425049,679626103,626927654,0,288511959,796929692,1143108588,1766971121,495193108,1356610783,2463437282,69986216,1068477181,708117953,779060795,723401179,471004742,187558,80890,36879,34875,37597,38352,39855,42728,38162,0,13442,42248,60769,112616,39373,93199,157516,7607,87375,51459,43548,38233,22493,15
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS300032,가전제품,747778387 ,7647 ,65,35,14,10,12,12,17,18,17,0,2,15,36,47,0,72,29,9,53,17,11,8,2,478303694,269474693,95415588,120145068,76422246,84805691,101515101,119485667,149989026,0,13967845,134667903,274582498,324560141,0,572366143,175412244,44287527,322906381,165357440,112766933,88059681,14400425,4974,2673,1065,763,929,945,1272,1377,1296,0,160,1177,2742,3568,0,5465,2182,669,4083,1320,835,592,148,2
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS100006,패스트푸드점,858197976 ,98125 ,60,40,10,12,12,13,14,21,19,2,5,17,22,42,12,42,58,5,53,22,11,8,2,543707206,314490770,88175965,103814755,109787731,115397882,126530873,164019645,150471125,38949577,54218314,174123664,164704063,314656134,111546224,382011688,420711826,31476396,373400570,199361094,112992001,66480064,19013383,65634,32491,11384,12819,13348,13667,14416,16994,15497,4678,8430,20504,19183,32014,13316,44337,50957,4514,45676,22214,12593,7897,2397,7
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS200003,예술학원,212375901 ,462 ,87,13,15,19,26,17,10,11,2,0,1,8,25,64,2,26,74,0,42,20,21,12,5,175456323,36919578,28523555,36616807,28935904,40791192,40588865,34154722,2764856,0,10022601,14835511,60251896,123285913,3979980,97147274,96984478,0,48264034,8863295,77870157,43264441,15869825,377,85,77,93,58,85,64,71,14,0,7,53,135,254,13,164,244,0,154,18,127,77,32,6
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS300018,의약품,642084775 ,45265 ,75,25,17,14,14,15,15,15,10,0,9,23,28,36,5,35,65,3,45,24,13,11,4,560967440,81117335,108361091,111634658,134633180,101204146,105134365,49445756,31671579,0,88873612,159562995,221793758,153466747,18387663,161917892,208819836,7142418,140440788,82201629,44554271,65637694,30760929,34274,10991,7911,6479,6306,6737,6841,6633,4358,0,4035,10459,12737,15989,2045,15483,29246,1314,20139,10938,5924,4645,1767,4
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS100003,일식음식점,1529239015 ,38782 ,64,37,9,13,13,13,15,22,15,0,0,26,14,51,9,47,53,2,48,24,13,10,4,978278586,550960429,144282008,204810035,203997057,191364975,233824511,332250250,218710179,4884912,252861,340583739,194774277,747818121,240925105,635335228,595657563,17087174,526268766,279024287,176175397,175151409,57285766,23377,15405,3127,4698,4946,4817,5789,8789,6616,72,22,9579,6037,19886,3186,15931,19646,784,18257,8141,4231,3118,1056,12
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS100008,분식전문점,1452478077 ,85556 ,67,33,10,13,13,16,16,19,14,0,1,31,16,41,11,43,57,3,42,22,14,12,6,963262239,489215838,143926571,193941546,210966998,194300234,220126890,267205281,222010557,16209669,9904188,280484509,242087221,664282246,239510244,503955892,696614091,44535440,538849762,283914936,171333015,113110091,48826745,54350,31206,7837,10929,11660,11317,12607,16645,14561,243,927,17745,17343,39591,9707,29002,51645,3914,41001,18552,9694,5698,1799,15
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS300015,가방,230313016 ,20254 ,49,51,7,8,10,10,14,29,23,0,0,11,29,48,11,20,80,5,49,21,16,8,2,110315764,119997252,16287107,15258668,22121920,22888003,33760066,65972226,54025026,0,372547,28250574,65747125,111984352,23958418,47053302,183259714,9597334,100284103,50673917,39772403,24253731,5731528,9980,10274,1511,1605,1994,2026,2844,5698,4576,0,31,2299,5908,9822,2194,4099,16155,1082,9829,4172,3164,1651,356,1
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS200002,외국어학원,6000000 ,20 ,25,75,5,0,20,0,0,36,40,0,0,26,20,49,5,53,47,0,0,0,83,17,0,1485814,4514186,172038,129342,869102,73906,241426,1801229,2712957,0,233250,1751080,1326217,2367912,321541,3140306,2808179,12089,11257,0,4603841,1253517,67782,5,15,1,0,4,0,0,7,8,0,0,5,4,10,1,10,9,0,0,0,15,3,0,1
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS200023,통신기기수리,18439986 ,213 ,67,33,24,18,8,6,11,31,3,0,4,26,32,39,0,35,65,0,62,9,21,8,0,13802570,4637416,6670353,3084132,309822,596407,3141856,4552215,85201,0,852011,2545098,7263191,7779686,0,4597669,10785949,0,9450941,1442075,2856290,1634311,0,142,71,48,36,16,16,26,63,8,0,8,51,71,83,0,74,112,0,118,20,32,16,0,2
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS200016,당구장,25934741 ,2343 ,64,36,10,13,12,15,14,19,17,8,0,5,18,39,30,80,20,8,53,16,11,8,5,17093078,8841663,3004622,3960853,2850098,3574182,3703323,4544565,4297098,3451642,79960,708266,4018374,9489351,8187148,21992209,3942532,1726917,10451512,4600367,4504786,2875146,1776013,1513,830,266,323,270,342,312,425,405,234,4,76,421,924,684,1925,418,177,1138,389,301,202,136,3
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS200007,치과의원,81675667 ,688 ,75,26,12,19,11,9,23,26,0,0,11,35,38,16,0,34,67,2,27,15,26,27,3,67451433,14224234,14858677,8900761,9981989,20146928,13563078,14224234,0,0,5026032,20931060,47287293,8431282,0,24888357,51939541,614956,13280294,15752698,26893865,17381888,2904196,525,163,89,118,78,77,163,163,0,0,82,228,261,117,0,221,443,10,179,115,163,172,26,3
2017,2,D,발달상권,1001240,혜화역 대학로_1,CS300020,서적,45965699 ,1306 ,62,38,7,11,15,15,14,25,13,0,0,12,31,47,10,41,59,2,38,29,18,10,3,34580810,11384889,5791369,5288427,11956995,7057361,4486658,8156908,3227981,0,1648619,5397561,11767757,23597047,3554715,16778640,24075365,548671,11331923,8857723,8887229,3068439,8160021,810,496,94,147,191,194,184,324,172,0,3,162,400,612,129,525,768,20,495,378,234,128,38,1
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300016,안경,43118081 ,731 ,72,28,10,10,18,23,12,16,11,0,13,27,21,37,2,40,60,7,45,19,15,13,3,27060716,16057365,4548948,5645238,5087784,6063682,5715064,9090242,6967123,0,492210,10467859,11041172,19016281,2100559,18338874,24779207,431664,18604250,12161821,7010308,3290951,1619087,471,260,86,81,88,101,115,139,121,0,13,178,194,321,25,267,464,14,373,181,94,55,13,2
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100002,중식음식점,174145405 ,3940 ,63,37,10,12,14,13,15,21,16,0,1,40,14,34,12,54,46,1,28,32,22,13,4,112424246,61721159,16460044,19290945,25273208,21267121,30132928,36989878,24731281,0,355781,38825922,19463512,77543278,37956912,75374287,62351400,724111,31504556,45918245,32855322,20371972,6351482,2497,1443,382,465,546,512,592,802,641,0,22,1670,534,1294,420,1864,1582,38,993,1076,748,447,144,5
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300015,가방,209691252 ,18386 ,50,50,5,11,10,11,14,32,19,0,0,11,27,52,11,21,79,5,49,19,17,8,1,104097908,105593344,9785906,22027472,23202831,22819789,26261910,67520134,38073210,0,0,21130212,54785335,110478426,23297279,42145900,167545352,8996611,91183221,41777731,42436308,21850821,3446560,9246,9140,892,1973,1900,1973,2508,5719,3421,0,0,2025,4890,9466,2005,3887,14499,977,8952,3551,3088,1556,262,1
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100010,커피-음료,3602481969 ,397567 ,56,44,8,11,12,12,13,25,19,0,4,17,32,39,7,36,64,4,52,22,12,8,2,2010517485,1591964484,296341123,412829917,415166438,424179592,462000415,926725777,665238707,11593589,93521990,614670377,1113785775,1417508282,351401956,1252854492,2179555843,121612658,1760512234,771064822,427461072,276534468,75225090,226612,170955,34522,45799,47175,47023,52093,99275,71680,581,15372,71098,125907,152263,32346,141209,247333,15194,204075,86711,45327,29349,7891,45
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100007,치킨전문점,654394559 ,21852 ,61,39,9,10,13,12,17,24,15,6,0,3,6,47,38,46,55,5,55,20,12,8,1,395985146,258409413,54864541,67565493,89468972,75878517,108207623,159743910,98665503,58241461,0,10961098,29325728,269373470,286492802,296780610,311811071,23357458,317283726,126744918,83550562,47299711,10355304,13302,8550,1965,2303,2838,2593,3603,5116,3434,1490,0,569,1246,9812,8735,9797,11230,1090,11748,3851,2461,1581,298,7
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200016,당구장,23891064 ,2172 ,65,35,13,11,13,13,15,19,17,8,0,5,21,40,26,82,18,8,52,18,11,9,3,15722977,8168087,3107770,2843082,2991267,3135570,3645288,4645089,3522998,2952782,0,706166,4487704,9098860,6645552,19956332,3615822,1331933,9868960,5153991,3355557,2779287,1082426,1420,752,306,241,265,285,323,401,351,201,0,81,468,863,559,1782,372,162,1022,417,272,207,74,3
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200024,스포츠클럽,221591863 ,688 ,99,1,26,22,18,12,21,1,0,1,12,2,18,44,24,62,38,2,53,28,8,7,3,220634783,957080,57054480,49240148,45624296,23852025,44863834,151118,805962,856335,15962101,7091519,41137734,104607012,51937162,131346366,83829452,1274220,104451881,55188878,20444574,24867006,8949259,682,6,171,141,141,89,140,3,3,3,85,17,133,285,165,426,251,7,360,183,53,51,25,3
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100008,분식전문점,1627547556 ,96499 ,65,35,11,14,13,14,14,20,15,0,1,28,18,42,11,37,63,4,45,24,14,9,3,1019536998,608010558,169827404,224668041,200230325,188654050,236157178,343649541,264361017,20236108,9292699,275375880,281782505,741033982,299826382,569094321,800790487,70046689,690856550,294061131,162412047,116667599,35840792,58526,37973,9558,12143,11588,11801,13436,20503,17470,407,1073,17716,19346,44400,13557,34097,57372,5811,49577,18548,9859,6227,1450,14
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200008,한의원,117080393 ,982 ,78,22,0,25,14,21,18,22,0,0,3,39,33,25,0,39,61,4,59,15,8,12,1,94329642,22750751,0,29521107,18769908,25082847,20955780,22750751,0,0,6000675,38214762,44834635,28030321,0,46891047,70189346,4882782,48741860,26159069,16151139,16444862,4700681,755,227,0,237,138,202,178,227,0,0,32,385,325,240,0,383,599,43,576,152,79,119,13,1
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300014,신발,399846319 ,11803 ,60,40,9,11,13,13,14,23,17,0,0,14,26,49,12,15,86,2,49,22,15,10,2,236126274,163720045,34232737,48356362,46660316,50554966,56321893,95993136,67726909,0,0,52501432,102005353,196154249,49185285,57637224,342209095,9119268,186752800,89065218,62662492,42719318,9527223,6895,4908,1027,1285,1449,1437,1697,2832,2076,0,0,1590,3031,5801,1381,1707,10096,285,5713,2583,1784,1162,276,0
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300011,일반의류,2041210943 ,49163 ,69,31,7,12,17,16,18,20,11,0,0,14,23,54,10,17,84,2,26,18,21,29,4,1324720964,716489979,208421387,274720842,281899684,261686865,297992186,417752036,298737943,0,2097677,305237933,528403088,940323210,265149035,535956789,1494329151,35426202,723891741,448576313,412900329,325065688,84425667,31614,17549,5071,6441,6610,6287,7205,10118,7431,0,84,7869,12217,22827,6166,16344,32762,1298,21487,10893,7929,5846,1652,24
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100001,한식음식점,6052685225 ,197910 ,62,38,11,13,12,12,14,21,17,2,1,22,17,44,14,49,51,4,47,21,14,10,4,3723989197,2328696028,617721356,711105129,745992413,780385507,868784792,1336295151,992400877,125940973,33405804,1045167445,795059307,2905995808,1147115888,2542340817,2656435089,138352628,2195415929,1205826714,828123083,592309278,238748262,122787,75123,20613,24330,25070,24788,27986,41941,33182,3379,1564,41863,32045,90901,28158,84766,99594,7338,86528,39681,25430,18732,6658,49
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300022,화장품,1222350188 ,78771 ,71,29,18,10,11,20,13,18,11,0,1,13,30,43,13,25,75,2,42,22,28,5,2,774609094,447741094,114911561,127831842,166621508,193609630,171634553,256875318,190865776,0,11835216,160118712,296456729,543564439,210375092,182941198,1039408990,36388434,608933968,320237788,139522551,89246575,28020872,49440,29331,7594,8443,9474,11615,12314,17131,12200,0,988,10775,18341,34817,13850,10374,68397,3272,46926,16616,6533,4404,1020,9
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200044,여행사,122403682 ,366 ,66,34,0,13,17,12,24,19,16,0,0,13,30,56,1,10,90,1,35,23,21,18,1,86951356,35452326,0,18791509,17900758,36466924,13792165,2616191,32836135,0,0,24173389,37316270,49921622,10992401,1243973,110167308,65954,4240136,2812588,3160681,101062303,69619,239,127,0,47,63,44,85,69,58,0,0,48,110,204,4,37,325,4,127,84,77,66,4,4
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100005,제과점,1096981014 ,88246 ,61,39,9,12,13,12,14,22,18,0,3,17,28,44,8,31,70,4,49,23,13,9,3,703290833,393690181,116192941,135381880,147085848,141562644,163067520,223384432,170305749,0,74271578,201990913,282701562,444921140,93095821,292543110,707330895,22199260,378325683,265932889,182684184,108881570,41850418,55940,32306,9341,10958,11672,11282,12687,18070,14236,0,5169,15590,23047,36855,7585,24282,60117,2562,35422,21025,13356,8745,3290,11
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200028,미용실,612026951 ,14515 ,66,34,13,13,13,13,15,21,13,0,3,22,30,43,3,55,45,2,39,29,16,11,3,380997881,231029070,70182896,75673216,68541997,76206756,90393016,134715195,96313875,0,8202413,107441535,166633376,273549898,56199729,220773790,391253161,12836565,252042875,185844620,90105327,58944000,12253564,9572,4943,1842,1917,1824,1782,2207,2909,2034,0,328,3031,4222,6293,641,7777,6738,394,6574,3970,1927,1373,277,4
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100009,호프-간이주점,3497673342 ,93579 ,60,40,10,11,12,12,15,25,15,14,0,2,2,27,55,50,50,3,55,17,14,9,2,2095273002,1402400340,354265311,373982549,408558266,422882640,535584236,880777057,521623283,658648791,309844,38857660,38020571,805625173,1956211303,1747913100,1594636706,88254206,1878535326,599638705,439765056,272105428,64251092,56515,37064,9533,10650,10866,11410,14056,22701,14363,16656,21,1592,1483,23814,50013,44472,46981,3360,55996,13918,9762,6862,1559,22
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200023,통신기기수리,33738845 ,422 ,71,29,17,19,8,7,20,25,4,0,6,34,32,29,0,66,34,3,31,21,29,4,14,24971651,8767194,7879408,3939439,4669706,3441829,5041269,7605361,1161833,0,1483097,15605737,8131945,8518066,0,17213953,9577994,623150,9856846,3902307,7954232,1533619,2921793,300,122,74,76,35,28,87,106,16,0,25,142,133,122,0,255,130,12,120,72,114,15,53,2
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300020,서적,43024410 ,1282 ,64,36,8,11,14,15,16,25,11,0,0,15,34,47,4,37,63,2,38,30,17,12,2,30377667,12646743,5186706,6260392,7170371,5407882,6352316,9566305,3080438,0,0,5954559,16912478,18738184,1419189,17779511,19732802,693273,9970500,8121265,6488223,4730151,7508901,817,465,96,144,183,193,201,324,141,0,0,188,434,609,51,449,778,23,460,373,205,143,22,1
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300034,악기,11773756 ,117 ,92,8,7,0,53,23,8,8,0,0,0,0,8,60,32,37,63,0,62,22,8,0,8,10597285,1176471,361991,0,6470589,2588234,1176471,1176471,0,0,0,0,1176471,5348416,5248869,4126697,7647059,0,8733033,1592760,90498,0,1357465,108,9,9,0,63,27,9,9,0,0,0,0,9,72,36,45,72,0,72,27,9,0,9,1
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300018,의약품,777141463 ,42917 ,74,27,16,14,14,15,15,16,10,0,9,22,28,36,5,34,66,3,45,24,13,11,4,695205092,81936371,89535219,114699290,191979190,164592185,134399208,53675343,28261028,0,109913357,223769414,273308523,155893798,14256371,255840263,202875208,6701762,131546563,79310867,87467696,97288899,56399683,32034,10883,6809,6140,6191,6406,6488,6876,4007,0,3793,9691,12036,15545,1852,14156,27864,1166,18893,10229,5507,4581,1644,4
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100006,패스트푸드점,898286161 ,108232 ,60,40,10,12,13,13,13,23,17,2,5,17,22,42,12,43,57,5,55,20,11,8,2,571101715,327184446,94020096,114061484,114342665,118093837,130583633,185210360,141974086,38761763,60098043,180032472,179986040,320344860,119062983,402969126,430668705,33272489,402677163,192780331,116329790,68525048,20053011,72200,36032,12203,14265,14970,14943,15819,20091,15941,4942,9429,22183,21703,34990,14985,49276,55657,4715,51910,23583,13590,8409,2726,7
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300032,가전제품,821394050 ,7125 ,67,33,14,15,13,13,13,18,16,0,2,16,35,47,0,71,29,8,53,17,10,9,2,525381811,296012239,119586159,112769485,93122417,110386405,89517345,140777039,155235200,0,31300268,106072921,310993078,373027783,0,603850205,187540636,58284846,347483347,164838995,85341696,90438052,45003908,4774,2351,977,1047,899,919,932,1248,1103,0,155,1149,2470,3351,0,4981,1999,596,3713,1194,670,659,148,2
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200038,독서실,282138833 ,724 ,88,13,13,8,46,0,21,8,4,0,0,42,25,33,0,5,95,0,91,10,0,0,0,256473741,25665092,43979687,44287426,105226930,0,62979698,21802817,3862275,0,0,105081869,92045976,85010988,0,19053892,226891975,0,218394968,27550898,0,0,0,620,104,104,102,208,0,206,52,52,0,0,207,207,310,0,52,569,0,518,103,0,0,0,0
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200041,사진관,17937481 ,331 ,60,40,17,7,9,9,19,25,16,0,0,13,69,18,0,38,63,0,40,29,21,10,0,6781607,11155874,3100041,363453,577249,534490,2206374,10471727,684147,0,0,1077532,15731106,1128843,0,3027351,14653574,0,2924728,3685842,10895042,175313,0,192,139,41,22,32,32,65,96,43,0,0,43,213,75,0,129,170,0,128,96,52,22,0,1
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300002,편의점,2311619255 ,542621 ,67,34,11,13,14,14,15,19,15,6,13,16,19,31,16,52,48,4,51,24,12,7,2,1536745787,774873468,268221463,298665001,314768184,315870498,339220641,438018047,336855421,178637104,275763890,338654449,415530104,694994138,408039570,1222161589,955218486,65025242,994925949,585995430,294379744,175902995,61150713,358792,183829,60178,70601,74642,74856,78515,103827,80002,29956,67105,85785,105703,172171,81901,266349,259287,21322,270488,127008,59444,35576,11803,8
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200037,노래방,86155000 ,3844 ,58,42,10,9,10,13,16,26,16,31,0,1,5,20,43,54,46,2,43,27,15,10,3,49791489,36363511,8699907,8296699,9024122,9961867,13808894,23742893,12620618,25226669,0,437716,3369312,17642646,39478657,45233190,35350696,1291902,28140381,22356066,15038066,9806120,3951349,2191,1653,375,359,375,466,616,1035,618,1106,0,22,205,848,1663,1974,1713,78,1554,973,577,370,135,5
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200006,일반의원,866772409 ,30806 ,90,10,21,17,17,17,18,10,0,0,15,32,35,19,0,39,61,2,29,22,16,16,16,726913988,139858421,139703607,171163106,124205524,123853395,167988356,139858421,0,0,104270789,277708366,324046344,160746910,0,274557762,592214647,8475197,211498005,208227708,130866326,149017484,158687689,27751,3055,6133,5339,5162,5467,5650,3055,0,0,4345,9628,10755,6078,0,11700,19106,617,9229,6866,4656,4583,4855,6
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200002,외국어학원,6000000 ,18 ,17,83,6,0,6,0,6,33,50,0,0,22,28,50,0,50,50,0,0,0,69,31,0,1711017,4288983,362764,38448,610260,151454,548091,1658852,2630131,0,279552,1545902,1416530,2237689,520327,3158574,2841426,0,0,0,3751225,2183206,22355,3,15,1,0,1,0,1,6,9,0,0,4,5,9,0,9,9,0,0,0,11,5,0,1
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300028,화초,104738063 ,5586 ,50,50,6,8,10,10,18,26,23,0,4,20,27,47,3,43,57,4,64,19,7,6,1,52562980,52175083,6219212,7036708,9590038,9804248,19912774,26787139,25387944,28470,5872350,22452874,28747851,45867244,1769274,41875205,62862858,3136976,62936037,20146981,9623150,7532441,1362478,2852,2734,328,442,525,550,1007,1462,1272,3,256,1131,1515,2563,118,2398,3188,204,3623,981,409,317,52,2
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100003,일식음식점,1212230701 ,30486 ,65,35,8,13,14,14,16,22,13,0,0,29,14,50,7,48,52,2,45,22,15,11,5,799561908,412668793,92695507,172865915,174285677,161141026,198573783,257227674,155441119,5752765,328524,299064478,157310015,618494777,131280142,465824734,456211407,16105592,403921666,215532519,145901229,102209271,38365873,18435,12051,2022,3787,4012,3953,4661,7288,4763,75,20,7835,4761,15742,2053,12541,14927,671,13998,6126,3478,2402,797,13
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS100004,양식음식점,5171149098 ,168848 ,58,42,9,11,12,12,14,24,18,1,0,17,21,47,14,41,59,3,51,22,13,8,2,3007681664,2163467434,468314321,576698620,610940005,615703653,736025065,1268326163,895141271,95574413,10148713,864104656,949213478,2361800547,890307291,2038298464,2628715469,112325763,2072000294,1060494379,794750675,479008862,148433949,99271,69577,15719,19295,20403,20278,23576,39977,29600,2103,675,31606,35395,76757,22312,65139,94814,5033,80065,35390,21783,13853,3831,38
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200003,예술학원,180555270 ,339 ,66,34,15,10,15,14,12,34,0,0,2,35,25,34,5,30,70,0,19,26,33,17,5,140037524,40517746,49542639,28589852,19861453,17485600,24557980,40517746,0,0,1382428,38577165,44740449,79266095,16589133,60930786,106094012,0,20372011,10874982,68545193,41312091,25920522,281,58,65,44,62,60,50,58,0,0,7,62,104,145,21,125,199,0,73,22,140,68,21,6
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS200030,피부관리실,23596643 ,267 ,57,43,8,19,12,6,11,28,16,2,8,32,10,44,4,16,84,0,67,23,5,4,2,14851026,8745617,1663956,3340623,4335945,1595313,3915189,4182134,4563483,524991,406773,9489249,3463926,8586723,1124981,7067679,16528964,0,12330304,5968122,1182184,1700819,2415214,170,97,25,50,45,25,25,45,52,6,12,78,32,126,13,57,210,0,185,45,19,12,6,0
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300004,핸드폰,4226308 ,719 ,100,0,29,37,13,0,21,0,0,0,21,13,21,45,0,20,80,0,59,42,0,0,0,4226308,0,1440023,642984,1071660,0,1071641,0,0,0,1071640,1071660,1071641,1011367,0,1440043,2786265,0,1714625,2511683,0,0,0,719,0,262,195,67,0,195,0,0,0,195,67,195,262,0,134,585,0,390,329,0,0,0,0
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300001,슈퍼마켓,4585338854 ,274761 ,65,36,12,12,13,14,15,22,14,0,4,15,26,43,13,42,58,5,43,19,15,13,6,3240736536,1344602318,609042879,606808288,652536564,643178320,729170485,741369307,603233011,0,318949699,836898283,1177731158,1766261124,485498590,1400889630,2501408342,69520717,1046077758,690355569,791030167,766734998,538578763,190030,84731,36298,36609,38523,37910,40690,48080,36651,0,14356,42733,63907,114521,39244,95287,160643,7708,86365,50838,44345,40895,25779,14
2017,3,D,발달상권,1001240,혜화역 대학로_1,CS300019,의료기기,477972351 ,164 ,100,0,0,8,25,16,50,0,0,0,8,50,42,0,0,100,0,0,0,0,39,61,0,477972351,0,0,117277004,104402874,117277004,139015469,0,0,0,117277004,197466328,163229019,0,0,473806132,0,0,0,0,159062800,314743332,0,164,0,0,23,71,23,47,0,0,0,23,46,95,0,0,140,0,0,0,0,70,70,0,3
