"prfnmfct","prfnmplc","seatcnt","prfprocnt","prfdtcnt","totnmrs","year_q"
"동양예술극장(구. 아트센터K)","2관(동그라미극장)","200","1","11","1099","2018-1"
"대학로 스카이씨어터","대학로 스카이씨어터 1관","160","1","98","1241","2018-1"
"대학로 스카이씨어터","대학로 스카이씨어터 2관(5층 구 JK아트홀)","140","0","8","8","2018-1"
"아름다운극장","아름다운극장","100","2","8","40","2018-1"
"내유외강씨어터(구. 익스트림씨어터 1관)","내유외강씨어터(구. 익스트림씨어터 1관)","177","0","3","4","2018-1"
"댕로홀","댕로홀","83","0","79","259","2018-1"
"라이프 씨어터","라이프 씨어터","136","0","38","618","2018-1"
"맛있는 극장","맛있는 극장","90","0","30","67","2018-1"
"한국방송회관 코바코홀 (구. 브로드홀)","한국방송회관 코바코홀 (구. 브로드홀)","290","4","14","14","2018-1"
"국립극단 [용산]","백성희장민호극장","182","1","23","3621","2018-1"
"소극장판","소극장판","100","0","0","0","2018-1"
"등나무","등나무","0","0","0","0","2018-1"
"스튜디오 둘","스튜디오 둘","50","0","0","0","2018-1"
"스튜디오하나","스튜디오하나","0","0","0","0","2018-1"
"야외마당","야외마당","0","0","0","0","2018-1"
"작은숲속 극장","작은숲속 극장","0","0","0","0","2018-1"
"블록블록 극장","블록블록 극장","0","0","0","0","2018-1"
"SJ비보이극장(구. 비보이전용극장)","SJ비보이극장(구. 비보이전용극장)","356","0","5","9","2018-1"
"삼형제극장(환상극장)","삼형제극장(환상극장)","130","0","189","2548","2018-1"
"청년극장 (구. 대학로 아트홀 1관 구. 서울문화예술대학교 대학로 극장)","청년극장 (구. 대학로 아트홀 1관 구. 서울문화예술대학교 대학로 극장)","114","0","147","2603","2018-1"
"국립정동극장 세실 (구.세실극장)","국립정동극장 세실 (구.세실극장)","234","0","6","771","2018-1"
"소월아트홀(성동문화회관)","소월아트홀(성동문화회관)","520","1","2","1","2018-1"
"스튜디오76(구 이랑씨어터)","스튜디오76(구 이랑씨어터)","210","1","30","67","2018-1"
"아트씨어터 문(안톤체홉극장)","아트씨어터 문(안톤체홉극장)","0","1","4","8","2018-1"
"연극실험실 혜화동1번지","연극실험실 혜화동1번지","70","1","9","11","2018-1"
"지즐소극장","지즐소극장","84","1","40","167","2018-1"
"정극장 (구. M시어터, 구.하모니아트홀)","정극장 (구. M시어터, 구.하모니아트홀)","120","0","142","305","2018-1"
"성수아트홀(성수문화복지회관)","성수아트홀(성수문화복지회관)","350","1","15","293","2018-1"
"바탕골소극장","바탕골소극장","192","0","275","35343","2018-1"
"동숭무대소극장","동숭무대소극장","120","2","4","32","2018-1"
"KT체임버홀","KT체임버홀","403","1","6","2065","2018-1"
"명작극장 (구 아츠플레이씨어터)","명작극장 (구 아츠플레이씨어터)","173","0","16","75","2018-1"
"명작극장(구. 명작극장 2관)","명작극장(구. 명작극장 2관)","203","0","0","0","2018-1"
"컬쳐씨어터(구. 휴먼시어터)","컬쳐씨어터(구. 휴먼시어터)","120","0","167","581","2018-1"
"홍익대 대학로 아트센터","대극장","702","1","84","20649","2018-1"
"홍익대 대학로 아트센터","소극장","150","1","5","398","2018-1"
"공간아울","공간아울","172","2","18","362","2018-1"
"예그린씨어터","예그린씨어터","202","0","12","106","2018-1"
"대극장","대극장","428","0","0","0","2018-1"
"서강대 메리홀","소극장","100","1","3","3","2018-1"
"드림시어터 [대학로]","드림시어터 [대학로]","125","3","26","113","2018-1"
"서연아트홀(구. 인아소극장)","서연아트홀(구. 인아소극장)","154","0","132","907","2018-1"
"극장 동국","극장 동국","84","1","3","10","2018-1"
"순위아트홀1관 [대학로]","순위아트홀1관 [대학로]","221","0","411","34274","2018-1"
"대학로 위로홀(구. 몬스터홀)","대학로 위로홀(구. 몬스터홀)","123","0","73","257","2018-1"
"하마씨어터(구. 가든씨어터)","하마씨어터(구. 가든씨어터)","190","1","4","3","2018-1"
"유니플렉스","1관(대극장)","600","1","28","7150","2018-1"
"유니플렉스","2관(중극장)","300","1","3","58","2018-1"
"3관(소극장)","3관(소극장)","200","0","0","0","2018-1"
"1관","1관","406","0","0","0","2018-1"
"예스24 스테이지(구. DCF대명문화공장)","2관","301","1","70","3198","2018-1"
"3관(구. 수현재씨어터)","3관(구. 수현재씨어터)","255","0","0","0","2018-1"
"굿씨어터","굿씨어터","369","1","4","10","2018-1"
"KSPO DOME(체조경기장)","KSPO DOME(체조경기장)","15000","0","0","0","2018-1"
"올림픽공원","SK핸드볼경기장(펜싱경기장)","5003","1","1","1638","2018-1"
"올림픽홀","올림픽홀","2432","0","0","0","2018-1"
"올림픽공원","뮤즈라이브","237","1","1","0","2018-1"
"올림픽공원","우리금융아트홀(역도경기장)","1184","0","24","380","2018-1"
"K-아트홀","K-아트홀","500","0","0","0","2018-1"
"야외(88잔디마당)","야외(88잔디마당)","10000","0","0","0","2018-1"
"야외(수변무대)","야외(수변무대)","1000","0","0","0","2018-1"
"벨로드롬(경륜경기장)","벨로드롬(경륜경기장)","6000","0","0","0","2018-1"
"평화광장","평화광장","0","0","0","0","2018-1"
"일대","일대","0","0","0","0","2018-1"
"해오름 예술극장","해오름 예술극장","170","0","41","139","2018-1"
"성균소극장","성균소극장","100","1","1","1","2018-1"
"스튜디오SK","스튜디오SK","80","0","0","0","2018-1"
"노원구민의전당(구. 노원구민회관)","노원구민의전당(구. 노원구민회관)","679","1","3","44","2018-1"
"소극장공유(구. 키작은소나무극장)","소극장공유(구. 키작은소나무극장)","80","1","22","70","2018-1"
"페인터즈 히어로 종로전용관(서울극장)","페인터즈히어로 전용관","488","0","41","202","2018-1"
"노을소극장","노을소극장","80","1","10","26","2018-1"
"동화소극장","동화소극장","60","1","77","362","2018-1"
"경희대학교 평화의전당","경희대학교 평화의전당","4500","2","3","2480","2018-1"
"하트리사이틀홀","하트리사이틀홀","67","1","1","4","2018-1"
"시온아트홀 (구. JK아트홀, 샘아트홀)","시온아트홀(구. JK아트홀, 샘아트홀)","134","1","21","61","2018-1"
"극장 봄 (봄소극장)","극장 봄","55","1","1","1","2018-1"
"대학로 달달씨어터","대학로 달달씨어터","100","0","21","115","2018-1"
"광림아트센터","장천홀","613","2","2","5","2018-1"
"광림아트센터","BBCH홀","1026","0","43","6844","2018-1"
"아루또소극장(구. 소담소극장, 구. 코메디컬센터)","아루또소극장(구. 소담소극장, 구. 코메디컬센터)","97","0","63","349","2018-1"
"옵신 스페이스(구. 서촌공간 서로)","옵신 스페이스(구. 서촌공간 서로)","70","1","1","19","2018-1"
"대학로 두레홀 4관 (폐관)","대학로 두레홀 4관 (폐관)","202","0","77","309","2018-1"
"대학로 극장가게 (구. 문씨어터, 지구인씨어터)","대학로 극장가게 (구. 문씨어터, 지구인씨어터)","204","1","78","387","2018-1"
"성신여자대학교 운정그린캠퍼스 대강당","성신여자대학교 운정그린캠퍼스 대강당","738","3","19","75","2018-1"
"영등포 타임스퀘어","키즈앤키즈 소극장(폐관)","50","1","48","395","2018-1"
"GBB스페이스홀(구. 임혁필소극장)","GBB스페이스홀(구. 임혁필소극장)","100","0","1","0","2018-1"
"한국콘텐츠진흥원 CKL스테이지","한국콘텐츠진흥원 CKL스테이지","190","3","31","652","2018-1"
"해바라기소극장(구. 훈아트홀)","해바라기소극장(구. 훈아트홀)","61","0","14","35","2018-1"
"대학로 두레홀 3관","대학로 두레홀 3관","220","0","25","59","2018-1"
"서울돈화문국악당","서울돈화문국악당","140","3","34","2020","2018-1"
"호은아트홀(구 키득키득아트홀)","호은아트홀(구 키득키득아트홀)","200","0","28","77","2018-1"
"강동구민회관","대강당","608","1","2","24","2018-1"
"탑아트홀","탑아트홀","101","0","3","4","2018-1"
"플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터)","플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터)","359","0","296","27564","2018-1"
"롯데콘서트홀","롯데콘서트홀","2036","17","18","1177","2018-1"
"1관","1관","352","0","0","0","2018-1"
"2관 더블케이씨어터","2관 더블케이씨어터","210","0","0","0","2018-1"
"3관 나몰라홀","3관 나몰라홀","210","0","0","0","2018-1"
"대학로 드림아트센터","4관","208","0","72","392","2018-1"
"여행자극장","여행자극장","100","1","7","8","2018-1"
"엠스테이지(구.인사아트홀)","엠스테이지(구.인사아트홀)","176","1","7","100","2018-1"
"큐씨어터(구. 수상한흥신소전용관)","큐씨어터(구. 수상한흥신소전용관)","250","1","29","1136","2018-1"
"정태호소극장 comedy maker","정태호소극장 comedy maker","100","1","13","34","2018-1"
"금호아트홀 연세","금호아트홀 연세","390","4","4","489","2018-1"
"30스튜디오 (폐관)","30스튜디오 (폐관)","65","2","28","203","2018-1"
"마리아칼라스홀","마리아칼라스홀","51","3","3","20","2018-1"
"JCC 아트센터","콘서트홀","175","1","1","68","2018-1"
"4전시장","4전시장","0","0","0","0","2018-1"
"오디토리움","오디토리움","0","0","0","0","2018-1"
"크리에이티브 스튜디오","크리에이티브 스튜디오","0","0","0","0","2018-1"
"플랫폼 창동 61","레드박스","150","1","2","24","2018-1"
"효천아트센터 그라운드씬","효천아트센터 그라운드씬","201","0","2","1","2018-1"
"1관","1관","212","0","0","0","2018-1"
"아트포레스트 아트홀","2관","155","0","63","148","2018-1"
"라이트씨어터","라이트씨어터","30","0","6","86","2018-1"
"웨스트브릿지 라이브홀","웨스트브릿지 라이브홀","150","2","14","87","2018-1"
"세븐파이프홀","세븐파이프홀","71","0","1","1","2018-1"
"일신홀","일신홀","189","2","3","16","2018-1"
"창작플랫폼 경험과 상상","창작플랫폼 경험과 상상","50","1","2","5","2018-1"
"현대백화점 문화홀 [미아]","현대백화점 문화홀 [미아]","480","1","1","3","2018-1"
"클럽K 서울","선릉라운지","100","0","1","2","2018-1"
"홍대 김대범소극장 (폐관)","홍대 김대범소극장 (폐관)","96","0","28","67","2018-1"
"1관","1관","272","0","0","0","2018-1"
"민송아트홀 (구. 브로드웨이아트홀)","2관","194","1","5","12","2018-1"
"서울애니메이션센터","애니시네마 상영관","179","0","24","191","2018-1"
"사랑하니까 이야기다","사랑하니까 이야기다","25","1","4","5","2018-1"
"소셜베뉴 라움","마제스틱볼룸","828","2","2","1","2018-1"
"체임버홀","체임버홀","384","0","0","0","2018-1"
"그라스가든","그라스가든","350","0","0","0","2018-1"
"KBEC발레시어터","소극장","75","0","8","248","2018-1"
"얼라이브홀(구. 크랙홀)","얼라이브홀(구. 크랙홀)","130","1","1","9","2018-1"
"MHN STAGE","MHN STAGE","80","2","2","7","2018-1"
"노원어린이극장(구.노원어울림극장)","노원어린이극장(구.노원어울림극장)","282","1","1","2","2018-1"
"이화여자대학교 삼성홀","이화여자대학교 삼성홀","708","0","32","1121","2018-1"
"에이치씨어터","익스트림씨어터 2관","180","1","3","10","2018-1"
"익스트림씨어터 3관","익스트림씨어터 3관","130","0","7","9","2018-1"
"작은극장 광야(구. 대학로예술극장 3관) (폐관)","작은극장 광야(구. 대학로예술극장 3관) (폐관)","30","1","47","404","2018-1"
"아트홀제이","아트홀제이","23","1","1","0","2018-1"
"KOCCA콘텐츠문화광장","스테이지66","193","1","2","6","2018-1"
"북극곰소극장(구.아뮤스소극장)","북극곰소극장(구.아뮤스소극장)","37","1","4","5","2018-1"
"마루아트홀","마루아트홀","118","2","11","46","2018-1"
"공감센터","공감홀","1024","2","3","77","2018-1"
"원패스아트홀","원패스아트홀","200","1","2","5","2018-1"
"아이러브아트홀","아이러브아트홀","80","1","1","1","2018-1"
"장충체육관","장충체육관","4507","1","1","2","2018-1"
"현대카드 언더스테이지","스튜디오","350","1","1","468","2018-1"
"Vinyl ＆ Plastic(뮤직라이브러리)","Vinyl ＆ Plastic(뮤직라이브러리)","25","0","0","0","2018-1"
"FB빅탑시어터","FB빅탑시어터","500","0","0","0","2018-1"
"잠실종합운동장","실내체육관","11032","2","3","10691","2018-1"
"특설링","특설링","0","0","0","0","2018-1"
"보조경기장","보조경기장","1782","0","0","0","2018-1"
"주경기장","주경기장","65599","0","0","0","2018-1"
"로열씨어터","로열씨어터","500","0","0","0","2018-1"
"서문주차장","서문주차장","0","0","0","0","2018-1"
"빅탑","빅탑","2400","0","0","0","2018-1"
"건설회관","대강당","694","1","2","1291","2018-1"
"고척스카이돔","고척스카이돔","16783","2","2","41","2018-1"
"무브홀","무브홀","400","4","4","1538","2018-1"
"톤스튜디오 서울","A ROOM","39","1","2","100","2018-1"
"폼텍웍스홀","폼텍웍스홀","100","1","3","216","2018-1"
"벨로주 [홍대] (구. 왓에버)","벨로주 [홍대] (구. 왓에버)","123","1","1","32","2018-1"
"대극장","대극장","2029","0","0","0","2018-1"
"광운대학교 동해문화예술관","소극장","403","1","1","15","2018-1"
"롯데시네마 [월드타워]","수퍼플렉스관","628","1","2","1171","2018-1"
"아르코예술극장","대극장","600","10","55","10751","2018-1"
"아르코예술극장","소극장","110","16","103","5279","2018-1"
"3층 테라스","3층 테라스","0","0","0","0","2018-1"
"1층 로비","1층 로비","0","0","0","0","2018-1"
"스튜디오 다락","스튜디오 다락","0","0","0","0","2018-1"
"대학로예술극장","대극장","504","11","38","6857","2018-1"
"대학로예술극장","소극장","132","11","54","4224","2018-1"
"3관 [폐관]","3관 [폐관]","163","0","0","0","2018-1"
"후암스테이지","1관 (구. 마라카 3관, 오씨어터)","115","1","1","0","2018-1"
"2관","2관","0","0","0","0","2018-1"
"후암씨어터(콘텐츠룸)","후암씨어터(콘텐츠룸)","209","0","148","2306","2018-1"
"타이니앨리스","타이니앨리스","144","1","4","0","2018-1"
"울씨어터(구. 미아트홀) (폐관)","울씨어터(구. 미아트홀) (폐관)","120","0","5","11","2018-1"
"아스가르드 씨어터(구. 낙산씨어터)","아스가르드 씨어터(구. 낙산씨어터)","100","1","135","485","2018-1"
"더블듀스","더블듀스","0","1","1","0","2018-1"
"롯데백화점 문화홀 [김포공항]","롯데백화점 문화홀 [김포공항]","0","1","1","118","2018-1"
